city,state,lat,long,id
Ackerman,Mississippi,33.311,-89.1711,1840015717
Ackermanville,Pennsylvania,40.835,-75.2226,1840034840
Ackley,Iowa,42.5519,-93.0526,1840006960
Ackworth,Iowa,41.3642,-93.4723,1840007105
Acme,Washington,48.7145,-122.2293,1840017288
Acomita Lake,New Mexico,35.066,-107.6173,1840033718
Acres Green,Colorado,39.5558,-104.8958,1840028559
Acton,California,34.4956,-118.1857,1840017917
Acushnet Center,Massachusetts,41.685,-70.9065,1840073388
Acworth,Georgia,34.0566,-84.6715,1840013688
Ada,Kansas,39.1622,-97.886,1840024521
Ada,Oklahoma,34.7683,-96.6689,1840019191
Ada,Ohio,40.7681,-83.8253,1840010371
Ada,Minnesota,47.2992,-96.5165,1840006617
Adair,Iowa,41.5004,-94.6434,1840029594
Adair,Illinois,40.4183,-90.4974,1840025539
Adair,Oklahoma,36.4366,-95.2727,1840021659
Adair Village,Oregon,44.6707,-123.2159,1840018610
Adairsville,Georgia,34.3708,-84.9211,1840013620
Adairville,Kentucky,36.671,-86.856,1840013269
Adak,Alaska,51.8815,-176.6295,1840023261
Adams,Oregon,45.7663,-118.5641,1840018535
Adams,Tennessee,36.5826,-87.0634,1840013294
Adams,Nebraska,40.4571,-96.5127,1840010436
Adams,Minnesota,43.5654,-92.719,1840006829
Adams,Wisconsin,43.9554,-89.8169,1840002234
Adams,North Dakota,48.4202,-98.0737,1840001886
Adams Center,New York,43.8616,-76.0001,1840004104
Adamsburg,Pennsylvania,40.3124,-79.6542,1840003623
Adamstown,Maryland,39.3065,-77.4668,1840024448
Adamstown,Pennsylvania,40.2417,-76.0608,1840001409
Adamsville,Tennessee,35.2563,-88.3862,1840015462
Adamsville,Alabama,33.6063,-86.9745,1840013724
Adamsville,Ohio,40.0689,-81.8826,1840010518
Adamsville,Pennsylvania,41.5114,-80.3705,1840004802
Addieville,Illinois,38.3913,-89.4865,1840010804
Addington,Oklahoma,34.2431,-97.9661,1840021919
Addis,Louisiana,30.3652,-91.2659,1840015915
Addison,West Virginia,38.4782,-80.4082,1840073748
Addison,Texas,32.959,-96.8355,1840022057
Addison,Alabama,34.2017,-87.1765,1840015589
Addison,Illinois,41.9314,-88.0085,1840010171
Addison,Michigan,41.9862,-84.3491,1840010154
Addy,Washington,48.3588,-117.8372,1840025238
Addyston,Ohio,39.1371,-84.7104,1840010673
Adel,Georgia,31.1272,-83.4232,1840013879
Adel,Iowa,41.6121,-94.0129,1840007053
Adelanto,California,34.5815,-117.4397,1840019117
Adeline,Illinois,42.1405,-89.4918,1840010138
Adelino,New Mexico,34.7066,-106.7302,1840024992
Adell,Wisconsin,43.6214,-87.9482,1840002622
Adelphi,Ohio,39.4647,-82.7456,1840010653
Adelphi,Maryland,39.0017,-76.9649,1840005944
Adena,Ohio,40.2166,-80.8762,1840010408
Adin,California,41.1964,-120.9494,1840022383
Adjuntas,Puerto Rico,18.1638,-66.7235,1630035603
Admire,Kansas,38.641,-96.102,1840007468
Adona,Arkansas,35.0399,-92.8991,1840013524
Adrian,Texas,35.2742,-102.6671,1840019155
Adrian,Oregon,43.7408,-117.0709,1840018616
Adrian,Georgia,32.5306,-82.592,1840013805
Adrian,Missouri,38.396,-94.3498,1840007511
Adrian,Minnesota,43.6332,-95.933,1840006820
Adrian,Michigan,41.8994,-84.0446,1840003226
Advance,Michigan,45.2161,-85.0807,1840025189
Advance,North Carolina,35.9468,-80.4045,1840024909
Advance,Indiana,39.9956,-86.6199,1840010511
Advance,Missouri,37.1038,-89.9119,1840007639
Adwolf,Virginia,36.793,-81.5927,1840006511
Aetna Estates,Colorado,39.7382,-104.6734,1840038588
Affton,Missouri,38.5499,-90.3264,1840006124
Afton,Oklahoma,36.6965,-94.9579,1840021616
Afton,Wyoming,42.7271,-110.9315,1840021291
Afton,Iowa,41.0276,-94.1954,1840007159
Afton,Minnesota,44.9042,-92.8174,1840006736
Agar,South Dakota,44.8398,-100.0734,1840002277
Agawam,Massachusetts,42.0657,-72.6526,1840031157
Agency,Missouri,39.6698,-94.7587,1840010601
Agency,Iowa,40.9975,-92.3072,1840007149
Agency Village,South Dakota,45.5808,-97.0831,1840040539
Agenda,Kansas,39.7066,-97.4322,1840007283
Ages,Kentucky,36.8569,-83.2426,1840030359
Agoura Hills,California,34.151,-118.7608,1840019221
Agra,Oklahoma,35.895,-96.8702,1840021710
Agra,Kansas,39.7613,-99.1194,1840007291
Agua Dulce,Texas,31.6549,-106.1369,1840142999
Agua Dulce,California,34.5044,-118.316,1840022825
Agua Fria,New Mexico,35.6615,-106.0149,1840017766
Aguada,Puerto Rico,18.3804,-67.1884,1630023528
Aguadilla,Puerto Rico,18.4382,-67.1536,1630035605
Aguanga,California,33.4522,-116.8555,1840022904
Aguas Buenas,Puerto Rico,18.2573,-66.1062,1630035606
Aguas Claras,Puerto Rico,18.2447,-65.6662,1630023722
Aguila,Arizona,33.9376,-113.1665,1840022918
Aguilar,Colorado,37.4036,-104.655,1840021546
Aguilita,Puerto Rico,18.0284,-66.5331,1630023581
Ahmeek,Michigan,47.2984,-88.3972,1840010906
Ahoskie,North Carolina,36.2843,-76.9898,1840015277
Ahtanum,Washington,46.5583,-120.611,1840017368
Ahuimanu,Hawaii,21.4379,-157.8404,1840029468
Ahwahnee,California,37.3652,-119.7194,1840025722
Aibonito,Puerto Rico,18.1398,-66.2659,1630035609
Aiea,Hawaii,21.3865,-157.9232,1840029469
Aiken,South Carolina,33.531,-81.7268,1840013722
Ailey,Georgia,32.1882,-82.5699,1840013831
Ainaloa,Hawaii,19.5214,-154.9944,1840029568
Ainsworth,Iowa,41.29,-91.5545,1840007102
Ainsworth,Nebraska,42.5485,-99.8574,1840006919
Air Force Academy,Colorado,38.9942,-104.8639,1840036508
Airmont,New York,41.0992,-74.099,1840004991
Airport,California,37.6324,-120.9774,1840075978
Airport Drive,Missouri,37.1406,-94.5162,1840010879
Airport Heights,Texas,26.4087,-98.8366,1840040600
Airport Road Addition,Texas,27.219,-98.0981,1840018301
Airway Heights,Washington,47.646,-117.5792,1840018399
Aitkin,Minnesota,46.5289,-93.7067,1840006638
Ajo,Arizona,32.3923,-112.8839,1840018107
Akaska,South Dakota,45.3309,-100.1207,1840002086
Ak-Chin Village,Arizona,33.0197,-112.0808,1840018029
Akeley,Minnesota,47.0005,-94.728,1840006627
Akhiok,Alaska,56.945,-154.2151,1840023300
Akiachak,Alaska,60.9209,-161.402,1840023339
Akiak,Alaska,60.9061,-161.2122,1840023351
Akins,Oklahoma,35.5043,-94.67,1840017830
Akron,Colorado,40.1635,-103.2202,1840021415
Akron,Alabama,32.8785,-87.7429,1840015775
Akron,Indiana,41.0388,-86.0249,1840010309
Akron,Michigan,43.5667,-83.5143,1840010050
Akron,Iowa,42.8268,-96.5571,1840006896
Akron,New York,43.0179,-78.4978,1840004393
Akron,Pennsylvania,40.158,-76.2031,1840003711
Akron,Ohio,41.0798,-81.5219,1840000791
Akutan,Alaska,54.1594,-165.7328,1840023265
Alabaster,Alabama,33.2198,-86.8225,1840013756
Alachua,Florida,29.7778,-82.4831,1840014020
Alafaya,Florida,28.5278,-81.1865,1840029102
Alakanuk,Alaska,62.6902,-164.6305,1840023321
Alamance,North Carolina,36.0285,-79.4891,1840017736
Alameda,California,37.767,-122.2672,1840018913
Alamillo,New Mexico,34.2519,-106.9158,1840025008
Alamo,Nevada,37.3648,-115.163,1840024649
Alamo,Texas,26.1811,-98.1177,1840019732
Alamo,New Mexico,34.4184,-107.5125,1840017932
Alamo,California,37.8546,-122.013,1840017609
Alamo,Georgia,32.1469,-82.7798,1840015824
Alamo,Tennessee,35.783,-89.1168,1840015368
Alamo,Indiana,39.9834,-87.0552,1840010501
Alamo,North Dakota,48.5825,-103.4677,1840000054
Alamo Heights,Texas,29.4828,-98.4682,1840019653
Alamo Lake,Arizona,34.2588,-113.5079,1840075227
Alamogordo,New Mexico,32.8837,-105.9624,1840019403
Alamosa,Colorado,37.4751,-105.8769,1840018921
Alamosa East,Colorado,37.4767,-105.8397,1840036558
Alanson,Michigan,45.4425,-84.7871,1840010909
Alapaha,Georgia,31.3832,-83.2237,1840015870
Alatna,Alaska,66.5638,-152.8385,1840023430
Alba,Michigan,44.9786,-84.9695,1840023913
Alba,Texas,32.7906,-95.6343,1840022038
Alba,Missouri,37.2372,-94.4175,1840007631
Alba,Pennsylvania,41.7059,-76.8277,1840000509
Albany,California,37.8898,-122.3018,1840028140
Albany,Oklahoma,33.8769,-96.16,1840026979
Albany,Texas,32.7272,-99.2956,1840019447
Albany,Oregon,44.6274,-123.0966,1840018605
Albany,Louisiana,30.4996,-90.584,1840018227
Albany,Wyoming,41.1868,-106.1255,1840017461
Albany,Georgia,31.5776,-84.1762,1840013864
Albany,Kentucky,36.6906,-85.1353,1840013289
Albany,Ohio,39.2245,-82.1977,1840010639
Albany,Indiana,40.3056,-85.2331,1840010461
Albany,Illinois,41.7861,-90.2164,1840010175
Albany,Missouri,40.2479,-94.3335,1840007240
Albany,Minnesota,45.6284,-94.5677,1840006683
Albany,Wisconsin,42.7069,-89.4367,1840002463
Albany,New York,42.6664,-73.7987,1840000417
Albee,South Dakota,45.0513,-96.5535,1840002096
Albemarle,North Carolina,35.3594,-80.1915,1840013444
Albers,Illinois,38.5452,-89.6142,1840010765
Albert,Kansas,38.454,-99.0112,1840007482
Albert City,Iowa,42.7816,-94.9491,1840006898
Albert Lea,Minnesota,43.6547,-93.3642,1840006824
Alberta,Minnesota,45.5749,-96.0505,1840006688
Alberta,Virginia,36.8552,-77.8937,1840006508
Alberton,Montana,47.0037,-114.4817,1840021125
Albertson,New York,40.7715,-73.6482,1840005227
Albertville,Alabama,34.2634,-86.2107,1840013599
Albertville,Minnesota,45.2364,-93.6618,1840006706
Albia,Iowa,41.0272,-92.8039,1840007152
Albin,Wyoming,41.4174,-104.1019,1840021339
Albion,California,39.2256,-123.7564,1840025579
Albion,Oklahoma,34.6623,-95.0992,1840021889
Albion,Washington,46.7916,-117.2511,1840021136
Albion,Idaho,42.4099,-113.5806,1840018682
Albion,Indiana,41.3966,-85.4187,1840010252
Albion,Illinois,38.3767,-88.0579,1840007490
Albion,Nebraska,41.6872,-97.9987,1840007049
Albion,Iowa,42.1125,-92.9887,1840006997
Albion,New York,43.246,-78.1902,1840004265
Albion,Michigan,42.2478,-84.7572,1840003175
Albion,Pennsylvania,41.8904,-80.3641,1840000473
Albright,West Virginia,39.4937,-79.6399,1840005652
Albrightsville,Pennsylvania,41.0117,-75.6068,1840026377
Albuquerque,New Mexico,35.1053,-106.6464,1840019176
Alburnett,Iowa,42.1492,-91.621,1840006987
Alburtis,Pennsylvania,40.509,-75.6001,1840001043
Alcalde,New Mexico,36.0854,-106.0575,1840017666
Alcan Border,Alaska,62.6727,-141.1321,1840075086
Alcester,South Dakota,43.0231,-96.6279,1840003078
Alcoa,Tennessee,35.8073,-83.9752,1840013404
Alcolu,South Carolina,33.7547,-80.2221,1840026988
Alcorn State University,Mississippi,31.8804,-91.1407,1840042492
Alda,Nebraska,40.8666,-98.4679,1840010331
Aldan,Pennsylvania,39.9224,-75.2881,1840000688
Alden,Michigan,44.8792,-85.273,1840023914
Alden,Kansas,38.2438,-98.3117,1840007501
Alden,Iowa,42.5114,-93.38,1840006961
Alden,Minnesota,43.6695,-93.5735,1840006825
Alder,Washington,46.7872,-122.2666,1840023829
Alder,Montana,45.3216,-112.1093,1840017409
Alderpoint,California,40.1614,-123.6157,1840009839
Alderson,Oklahoma,34.9008,-95.69,1840021811
Alderson,West Virginia,37.7277,-80.6436,1840006288
Alderton,Washington,47.1718,-122.2192,1840037523
Alderwood Manor,Washington,47.8147,-122.2672,1840017323
Aldine,Texas,29.9122,-95.3785,1840018250
Aldora,Georgia,33.0509,-84.1759,1840015756
Aldrich,Missouri,37.5489,-93.5512,1840010854
Aldrich,Minnesota,46.3747,-94.9394,1840006639
Aledo,Texas,32.6973,-97.607,1840019418
Aledo,Illinois,41.1984,-90.7459,1840007139
Aleknagik,Alaska,59.2946,-158.6896,1840023277
Aleneva,Alaska,58.059,-152.9091,1840023649
Alex,Oklahoma,34.9227,-97.7763,1840021803
Alexander,Arkansas,34.6185,-92.4512,1840013537
Alexander,Kansas,38.4694,-99.5529,1840007483
Alexander,Iowa,42.8044,-93.4786,1840006910
Alexander,North Dakota,47.8393,-103.6426,1840000108
Alexander City,Alabama,32.9242,-85.9361,1840013788
Alexandria,Tennessee,36.0791,-86.0381,1840015349
Alexandria,Louisiana,31.2923,-92.4702,1840013873
Alexandria,Alabama,33.7675,-85.8792,1840013707
Alexandria,Kentucky,38.9621,-84.386,1840013162
Alexandria,Ohio,40.0901,-82.612,1840010487
Alexandria,Nebraska,40.2475,-97.3877,1840010475
Alexandria,Indiana,40.2584,-85.676,1840007241
Alexandria,Missouri,40.3598,-91.4595,1840007223
Alexandria,Minnesota,45.8777,-95.3766,1840006680
Alexandria,Virginia,38.8185,-77.0861,1840003837
Alexandria,South Dakota,43.654,-97.7799,1840002643
Alexandria,Pennsylvania,40.5582,-78.0994,1840001062
Alexandria Bay,New York,44.34,-75.9161,1840004120
Alexis,Illinois,41.063,-90.5555,1840010324
Alfarata,Pennsylvania,40.6619,-77.4559,1840024261
Alford,Florida,30.6967,-85.3952,1840015898
Alfordsville,Indiana,38.5608,-86.9482,1840010736
Alfred,Texas,27.8742,-97.9799,1840025163
Alger,Washington,48.6176,-122.3369,1840017312
Alger,Ohio,40.7096,-83.8441,1840010372
Algodones,New Mexico,35.3802,-106.4731,1840017742
Algoma,Mississippi,34.1788,-89.0336,1840015577
Algoma,Wisconsin,44.6057,-87.4465,1840001567
Algona,Washington,47.2819,-122.2504,1840018415
Algona,Iowa,43.0743,-94.2302,1840000352
Algonac,Michigan,42.6208,-82.534,1840003955
Algonquin,Maryland,38.5839,-76.0978,1840031443
Algonquin,Illinois,42.1629,-88.3159,1840010110
Algood,Tennessee,36.1999,-85.4467,1840015317
Alhambra,California,34.084,-118.1355,1840019222
Alhambra,Illinois,38.8878,-89.7361,1840010712
Alhambra Valley,California,37.9665,-122.132,1840075603
Ali Chuk,Arizona,31.8169,-112.5584,1840023060
Ali Chukson,Arizona,31.9115,-111.8016,1840023061
Ali Molina,Arizona,31.9025,-111.7805,1840023062
Alianza,Puerto Rico,18.4533,-66.8556,1630027033
Alice,Texas,27.7556,-98.0653,1840019714
Alice,North Dakota,46.76,-97.5562,1840000169
Alice Acres,Texas,27.7119,-98.108,1840037032
Aliceville,Alabama,33.1237,-88.1594,1840013758
Alicia,Arkansas,35.8929,-91.0835,1840015326
Aline,Oklahoma,36.5096,-98.4486,1840021607
Aliquippa,Pennsylvania,40.6155,-80.2547,1840001009
Aliso Viejo,California,33.5792,-117.7289,1840019321
Allakaket,Alaska,66.5506,-152.627,1840023443
Allardt,Tennessee,36.3811,-84.8814,1840013304
Allegan,Michigan,42.5299,-85.8462,1840003114
Alleghany,California,39.4666,-120.841,1840022445
Alleghenyville,Pennsylvania,40.2327,-75.9762,1840034841
Alleman,Iowa,41.8158,-93.6094,1840007064
Allen,Kentucky,37.6119,-82.7292,1840030361
Allen,Maryland,38.2886,-75.6904,1840024664
Allen,Oklahoma,34.8774,-96.413,1840021836
Allen,Texas,33.1088,-96.6735,1840019396
Allen,Michigan,41.9584,-84.7673,1840010156
Allen,Nebraska,42.4144,-96.8432,1840010093
Allen,Kansas,38.6552,-96.1696,1840007469
Allen,South Dakota,43.2792,-101.9265,1840004256
Allen Park,Michigan,42.2595,-83.2107,1840003967
Allendale,California,38.4426,-121.9814,1840022509
Allendale,South Carolina,33.008,-81.3092,1840015758
Allendale,Illinois,38.5276,-87.7102,1840010789
Allendale,Missouri,40.4853,-94.2887,1840010426
Allendale,Michigan,42.9851,-85.9509,1840004345
Allendale,New Jersey,41.0333,-74.1333,1840003550
Allenhurst,Georgia,31.7839,-81.6078,1840013846
Allenhurst,New Jersey,40.2362,-74.0017,1840003682
Allenport,Pennsylvania,40.3686,-77.8707,1840146912
Allenspark,Colorado,40.2099,-105.5112,1840017526
Allensville,Pennsylvania,40.5331,-77.8141,1840024262
Allensville,Kentucky,36.7163,-87.0683,1840013271
Allensworth,California,35.8498,-119.3893,1840024864
Allenton,Wisconsin,43.4204,-88.3443,1840024031
Allentown,Florida,30.7744,-87.0822,1840025108
Allentown,Georgia,32.5855,-83.2273,1840013791
Allentown,New Jersey,40.1777,-74.5873,1840003683
Allentown,Pennsylvania,40.5961,-75.4756,1840001044
Allenville,Missouri,37.2217,-89.7555,1840010861
Allenville,Illinois,39.5585,-88.5383,1840010602
Allenwood,Pennsylvania,41.1081,-76.8981,1840024209
Allenwood,New Jersey,40.1384,-74.1032,1840005438
Allerton,Illinois,39.9161,-87.9353,1840029710
Allerton,Iowa,40.7077,-93.3689,1840007201
Allgood,Alabama,33.9064,-86.5178,1840015599
Alliance,North Carolina,35.1435,-76.8084,1840015468
Alliance,Nebraska,42.1025,-102.8766,1840006975
Alliance,Ohio,40.9107,-81.1189,1840000962
Alligator,Mississippi,34.0899,-90.7205,1840015624
Allison,Pennsylvania,39.9853,-79.8732,1840026568
Allison,Iowa,42.752,-92.7957,1840006913
Allison Park,Pennsylvania,40.573,-79.9603,1840026468
Allisonia,Virginia,36.9342,-80.7255,1840024799
Allouez,Wisconsin,44.4721,-88.0261,1840002346
Allport,Pennsylvania,40.966,-78.2065,1840026354
Allport,Arkansas,34.5399,-91.784,1840015503
Allyn,Washington,47.3863,-122.8386,1840025251
Alma,Texas,32.2813,-96.5506,1840022084
Alma,Colorado,39.2861,-106.0676,1840021454
Alma,Georgia,31.5432,-82.4745,1840013863
Alma,Arkansas,35.4919,-94.2165,1840013420
Alma,Illinois,38.723,-88.9117,1840010760
Alma,Kansas,39.0151,-96.2873,1840007403
Alma,Missouri,39.0964,-93.5478,1840007387
Alma,Michigan,43.38,-84.6556,1840002879
Alma,Wisconsin,44.3371,-91.9223,1840002379
Alma,Nebraska,40.1036,-99.3656,1840001384
Alma Center,Wisconsin,44.437,-90.9128,1840002396
Almedia,Pennsylvania,41.0144,-76.385,1840004993
Almena,Kansas,39.8912,-99.7097,1840007290
Almena,Wisconsin,45.4149,-92.0384,1840002068
Almira,Washington,47.7107,-118.9368,1840021108
Almond,Wisconsin,44.2607,-89.4087,1840002323
Almont,Michigan,42.9208,-83.0435,1840010065
Almont,North Dakota,46.7283,-101.5027,1840000195
Almyra,Arkansas,34.4057,-91.4108,1840015555
Aloha,Oregon,45.492,-122.8726,1840017414
Alondra Park,California,33.8885,-118.335,1840028356
Alorton,Illinois,38.585,-90.1139,1840010783
Alpaugh,California,35.8876,-119.4873,1840017690
Alpena,Arkansas,36.2896,-93.3037,1840015296
Alpena,Michigan,45.074,-83.4399,1840003947
Alpena,South Dakota,44.183,-98.3683,1840002529
Alpha,Illinois,41.1917,-90.3802,1840010245
Alpha,Michigan,46.044,-88.3776,1840009980
Alpha,Minnesota,43.6381,-94.871,1840006839
Alpha,New Jersey,40.6598,-75.1571,1840003572
Alpharetta,Georgia,34.0704,-84.2739,1840013659
Alpine,Colorado,37.6877,-106.586,1840024757
Alpine,Oregon,44.3307,-123.3625,1840023948
Alpine,Arizona,33.846,-109.1431,1840022617
Alpine,Wyoming,43.1631,-111.0196,1840021292
Alpine,Texas,30.364,-103.665,1840019580
Alpine,Utah,40.4629,-111.7724,1840018755
Alpine,California,32.8439,-116.7585,1840018014
Alpine,New Jersey,40.9615,-73.9199,1840003551
Alpine Northeast,Wyoming,43.1941,-111.0073,1840073896
Alpine Northwest,Wyoming,43.1816,-111.0344,1840036652
Alpine Village,California,38.7856,-119.8009,1840028412
Alsace Manor,Pennsylvania,40.3973,-75.8547,1840026459
Alsea,Oregon,44.3818,-123.5958,1840023949
Alsen,North Dakota,48.6303,-98.7048,1840016544
Alsey,Illinois,39.5593,-90.4329,1840010605
Alsip,Illinois,41.6701,-87.7368,1840010147
Alston,Georgia,32.081,-82.4789,1840015815
Alta,California,39.2138,-120.8033,1840025619
Alta,Utah,40.5818,-111.6229,1840021390
Alta,Wyoming,43.7737,-111.0312,1840017429
Alta,Iowa,42.6717,-95.3045,1840006899
Alta Sierra,California,39.1237,-121.0523,1840017553
Alta Vista,Kansas,38.8628,-96.4889,1840007404
Alta Vista,Iowa,43.1967,-92.417,1840006884
Altadena,California,34.1928,-118.1345,1840017918
Altamahaw,North Carolina,36.1868,-79.5051,1840013358
Altamont,Pennsylvania,40.785,-76.217,1840034842
Altamont,Utah,40.359,-110.288,1840021392
Altamont,Oregon,42.1981,-121.7249,1840017440
Altamont,Tennessee,35.4325,-85.7433,1840015431
Altamont,Missouri,39.8885,-94.0867,1840010526
Altamont,Kansas,37.1876,-95.2897,1840007625
Altamont,Illinois,39.057,-88.7474,1840007402
Altamont,New York,42.7055,-74.034,1840004494
Altamont,South Dakota,44.8408,-96.6901,1840002273
Altamonte Springs,Florida,28.6615,-81.3953,1840014072
Altavista,Virginia,37.1232,-79.2858,1840006438
Altenburg,Missouri,37.6304,-89.586,1840007572
Altha,Florida,30.5722,-85.1264,1840015919
Altheimer,Arkansas,34.3242,-91.8481,1840013615
Altmar,New York,43.511,-76.0037,1840004196
Alto,California,37.9056,-122.5186,1840027992
Alto,Texas,31.6509,-95.0708,1840022125
Alto,Georgia,34.4649,-83.5727,1840015543
Alto Bonito Heights,Texas,26.3158,-98.6413,1840040612
Alto Pass,Illinois,37.5737,-89.3192,1840010866
Alton,Utah,37.4303,-112.5061,1840021568
Alton,Texas,26.2884,-98.3098,1840019733
Alton,Indiana,38.1211,-86.4195,1840010811
Alton,Missouri,36.6901,-91.3947,1840007655
Alton,Illinois,38.9034,-90.1523,1840007424
Alton,Kansas,39.4678,-98.9486,1840007347
Alton,Iowa,42.9876,-96.0095,1840006869
Altona,Colorado,40.1254,-105.2923,1840028433
Altona,Illinois,41.115,-90.1648,1840010319
Altona,Indiana,41.3522,-85.1526,1840010248
Altoona,Washington,46.2699,-123.6144,1840023875
Altoona,Florida,28.9681,-81.6482,1840014045
Altoona,Kansas,37.525,-95.6614,1840007588
Altoona,Iowa,41.6481,-93.4784,1840007065
Altoona,Wisconsin,44.8029,-91.4385,1840002295
Altoona,Pennsylvania,40.5082,-78.4007,1840001080
Altoona,Alabama,34.031,-86.3181,1840000720
Altura,Minnesota,44.0642,-91.9435,1840006813
Alturas,Florida,27.8419,-81.6952,1840025153
Alturas,California,41.4898,-120.5516,1840018708
Altus,Oklahoma,34.6566,-99.3051,1840019202
Altus,Arkansas,35.4465,-93.7643,1840013417
Alum Creek,West Virginia,38.2876,-81.833,1840006188
Alum Rock,California,37.3695,-121.8241,1840017638
Alva,Oklahoma,36.7892,-98.6648,1840018976
Alva,Florida,26.7188,-81.6269,1840014214
Alvan,Illinois,40.307,-87.6069,1840073801
Alvarado,Texas,32.4068,-97.2149,1840019465
Alvarado,Minnesota,48.1929,-96.9985,1840006596
Alvin,Texas,29.3871,-95.2933,1840019671
Alvo,Nebraska,40.8723,-96.3867,1840010327
Alvord,Texas,33.3569,-97.696,1840022003
Alvord,Iowa,43.3418,-96.3026,1840006857
Alvordton,Ohio,41.6646,-84.4347,1840026275
Alzada,Montana,45.0206,-104.4129,1840023889
Ama,Louisiana,29.944,-90.2967,1840013975
Amada Acres,Texas,26.3433,-98.7393,1840040620
Amado,Arizona,31.6968,-111.0583,1840018172
Amador City,California,38.419,-120.8232,1840018850
Amagansett,New York,40.9844,-72.1326,1840005014
Amagon,Arkansas,35.5632,-91.1094,1840015375
Amalga,Utah,41.8565,-111.8974,1840021323
Amana,Iowa,41.8025,-91.8741,1840026247
Amanda,Ohio,39.6501,-82.7422,1840010572
Amanda Park,Washington,47.4532,-123.9194,1840023816
Amargosa,Texas,27.8916,-98.1086,1840037137
Amarillo,Texas,35.1988,-101.8311,1840019156
Amasa,Michigan,46.2295,-88.4579,1840025274
Amaya,Texas,28.7121,-99.8353,1840037108
Amazonia,Missouri,39.8888,-94.8926,1840010527
Amber,Oklahoma,35.1602,-97.882,1840021804
Amberg,Wisconsin,45.5062,-87.9874,1840026079
Amberley,Ohio,39.2035,-84.4283,1840003810
Ambia,Indiana,40.4894,-87.5165,1840010380
Ambler,Alaska,67.0897,-157.8725,1840023488
Ambler,Pennsylvania,40.1564,-75.2215,1840003693
Amboy,Washington,45.9122,-122.4796,1840017396
Amboy,Indiana,40.6017,-85.9271,1840010343
Amboy,Illinois,41.7288,-89.3686,1840007050
Amboy,Minnesota,43.888,-94.1582,1840006795
Ambridge,Pennsylvania,40.5922,-80.2265,1840001010
Ambrose,Georgia,31.5944,-83.0137,1840013857
Ambrose,North Dakota,48.9559,-103.4813,1840000033
Amelia,Louisiana,29.6645,-91.1072,1840014016
Amelia,Ohio,39.0229,-84.2184,1840010681
Amelia Court House,Virginia,37.3366,-77.9882,1840026850
Amenia,North Dakota,47.0065,-97.2241,1840000170
American Canyon,California,38.1796,-122.2583,1840018834
American Falls,Idaho,42.7828,-112.8541,1840018666
American Fork,Utah,40.3792,-111.7952,1840018756
Americus,Indiana,40.5254,-86.7476,1840024297
Americus,Georgia,32.0736,-84.2249,1840013841
